destino,producto,precio,presentacion,pMin,calidad,origen,obs,pMax
Sinaloa: Central de Abasto de Culiacán,Ejote,17.00,Kilogramo,17.00,Primera,Jalisco,,17.00
Sonora: Central de Abasto de Cd. Obregón,Ejote,10.00,Kilogramo,10.00,Primera,Jalisco,,10.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Ejote,20.00,Kilogramo,18.00,Primera,Jalisco,,20.00
Tabasco: Central de Abasto de Villahermosa,Ejote,14.00,Kilogramo,12.00,Primera,Puebla,,15.00
Tamaulipas: Módulo de Abasto de Reynosa,Ejote,300.00,Caja de 15 kg.,290.00,Primera,Nuevo León,,300.00
Veracruz: Central de Abasto de Jalapa,Ejote,15.00,Kilogramo,14.00,Primera,Puebla,,15.00
Veracruz: Central de Abasto de Minatitlán,Ejote,17.00,Kilogramo,15.00,Primera,Puebla,,17.00
Veracruz: Mercado Malibrán,Ejote,22.00,Kilogramo,20.00,Primera,Puebla,,22.00
Baja California Sur: Unión de Comerciantes de La Paz,Ejote largo,22.00,Kilogramo,22.00,Primera,Jalisco,,24.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Ejote largo,20.00,Kilogramo,15.00,Primera,Distrito Federal,,20.00
Jalisco: Mercado de Abasto de Guadalajara,Ejote largo,410.00,Costal de 50 kg.,410.00,Primera,Jalisco,,435.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Ejote largo,560.00,Costal de 50 kg.,560.00,Primera,Jalisco,,560.00
Michoacán: Mercado de Abasto de Morelia,Ejote largo,17.00,Kilogramo,16.00,Primera,Puebla,,17.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Ejote largo,28.00,Kilogramo,28.00,Primera,Puebla,,28.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Ejote largo,20.00,Kilogramo,18.00,Primera,Puebla,,20.00
Yucatán: Central de Abasto de Mérida,Ejote largo,30.00,Kilogramo,30.00,Primera,Distrito Federal,,30.00
México: Central de Abasto de Ecatepec,Ejote redondo,840.00,Costal de 70 kg.,770.00,Primera,Distrito Federal,,840.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Elote,2.50,Pieza,2.50,Primera,Jalisco,,2.50
"Baja California : Central de Abasto INDIA, Tijuana",Elote,35.00,Docena,35.00,Primera,Nayarit,,35.00
Baja California Sur: Unión de Comerciantes de La Paz,Elote,3.80,Pieza,3.80,Primera,Jalisco,,4.50
Baja California Sur: Unión de Comerciantes de La Paz,Elote,3.20,Pieza,3.20,Primera,Sinaloa,,3.20
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Elote,1.00,Pieza,1.00,Primera,Chiapas,,1.50
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Elote,30.00,Docena,28.00,Primera,Guanajuato,,30.00
Guanajuato: Módulo de Abasto Irapuato,Elote,2.50,Pieza,2.50,Primera,Guanajuato,,3.00
Hidalgo: Central de Abasto de Pachuca,Elote,30.00,Docena,24.00,Primera,México,,30.00
Jalisco: Mercado de Abasto de Guadalajara,Elote,33.60,Docena,33.60,Primera,Michoacán,,35.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Elote,36.00,Docena,36.00,Primera,Michoacán,,36.00
México: Central de Abasto de Ecatepec,Elote,35.00,Docena,30.00,Primera,Morelos,,40.00
México: Central de Abasto de Toluca,Elote,35.00,Docena,30.00,Primera,México,,35.00
Morelos: Central de Abasto de Cuautla,Elote,40.00,Docena,35.00,Primera,Morelos,,40.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Elote,2.50,Pieza,2.50,Primera,Jalisco,,3.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Elote,2.85,Pieza,2.70,Primera,San Luis Potosí,,3.00
Sinaloa: Central de Abasto de Culiacán,Elote,3.50,Pieza,3.50,Primera,Jalisco,,3.50
Sonora: Central de Abasto de Cd. Obregón,Elote,4.00,Pieza,3.50,Primera,Sinaloa,,4.00
